목록키,목록유형,목록명,파일데이터명,분류체계,제공기관코드,제공기관,관리 부서명,관리부서 전화번호,보유근거,수집방법,업데이트 주기,차기 등록 예정일,매체유형,전체행,확장자(데이터포맷),키워드,다운로드_활용신청건수,등록일,수정일,데이터 한계,제공형태,설명,기타 유의사항,공간범위,시간범위,비용부과유무,비용부과기준 및 단위,이용허락범위,API 유형,신청가능 트래픽,심의 유형,조회수,목록 URL,국가중점여부,표준데이터여부
15029171,FILE,울산광역시 울주군_자전거 판매/수리업소 현황,울산광역시 울주군_자전거 판매/수리업소 현황_20210812,산업고용 - 산업·중소기업일반,3730000,울산광역시 울주군,홍보미디어과,`0522041000,-,-,수시,-,텍스트,10,csv,"판매/수리,자전거,스포츠",646,2019-06-11,2021-08-12,-,공공데이터포털에서 다운로드(원문파일등록),"울산광역시 울주군 자전거 판매 및 수리업소 현황에 대한 공공데이터 자료로<br/>업소명, 주소, 연락처 등의 정보를 제공합니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2779,https://www.data.go.kr/data/15029171/fileData.do,N,N
15029191,FILE,세종특별자치시_흡연구역 위치정보,세종특별자치시_흡연구역 위치정보_20241129,보건의료 - 보건의료,5690000,세종특별자치시,인공지능디지털담당관,`0443002415,-,-,연간,2025-12-19,텍스트,12,csv,"국민건강증진,담배,흡연구역,흡연,세종흡연",1749,2019-12-10,2025-09-01,-,공공데이터포털에서 다운로드(원문파일등록),"세종특별자치시 흡연구역 위치정보 데이터를 제공합니다.<br/>데이터는 흡연구역명, 흡연구역범위상세, 시도명, 소재지도로명주소, 관리기관명, 위도, 경도, 데이터기준일자로 구성되어 있습니다.<br/>세종특별자치시 흡연구역 위치정보는 총 12개소로 보람동에 소재한 세종시청, 조치원읍사무소, 연동면사무소, 부강면사무소, 연서면사무소, 전의면사무소<br/>도담동 주민센터, 고운동주민센터, 보람동 행정복지센터, 새롬동 주민센터, 소담동 주민센터, 어진동 행정복지센터 가 있으며 2024년 11월 29일자 기준 데이터입니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,13609,https://www.data.go.kr/data/15029191/fileData.do,N,N
15029208,FILE,경상북도 영주시_흡연구역 정보,경상북도 영주시_흡연구역 정보_20190927,보건의료 - 보건의료,5090000,경상북도 영주시,영주시보건소 건강증진과,`0546395752,-,-,수시,-,텍스트,3,CSV,"금연,생활환경정보,건강보호지대,공공보건관리,도시행정서비스,공간자원현황,시민편의시설,지역보건자료",564,2019-09-27,2025-08-12,-,공공데이터포털에서 다운로드(원문파일등록),"흡연구역 정보는 경상북도 영주시 내 지정된 흡연 가능 지역에 대한 행정적, 공간적 정보를 종합적으로 제공하는 공공데이터입니다. <br/>이 데이터는 연번, 행정구역 단위(시도명, 시군명), 공중이용시설명, 흡연시설의 구분과 상태, 정확한 위치, 구조적 형태, 설치 연도, 설치 주체, 관리기관 등으로 구성되어 있습니다. <br/>이를 통해 지역 내 흡연시설 분포 현황을 파악할 수 있으며, 금연구역 지정, 생활 환경 관리, 보건 정책 수립 등과 같은 공공행정 분야에 다양하게 활용될 수 있습니다. <br/>특히 위치정보를 포함하고 있어 시민들의 접근성과 이용 편의성 제고에도 기여합니다. <br/>또한 민원 응대, 시설 점검 및 정비, 환경 영향 분석 등 다양한 행정 수요에도 적합한 자료로 활용될 수 있으며, 건강권 보호를 위한 정책적 판단의 기반으로 기능합니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2600,https://www.data.go.kr/data/15029208/fileData.do,N,N
15029223,FILE,여수광양항만공사_항만 시설물 및 그린 포트(Green Port) 구축 현황,여수광양항만공사_항만 시설물 및 그린 포트(Green Port) 구축 현황_20250831,교통물류 - 해운·항만,B552782,여수광양항만공사,경영지원부,`0617974471,항만법,연간 친환경 항만 시설물 구축 실적에 따라 작성되는 데이터,연간,2026-09-30,텍스트,34,csv,"광양항,태양광 발전,그린포트,친환경설비,발전용량,이산화탄소절감,온실가스감축,지속가능항만",1967,2018-04-04,2025-09-18,연간 친환경 설비 구축실적에 따라 작성되는 데이터로 실시간 구축 현황 데이터로 활용하기엔 한계점이 존재하오니 데이터 사용에 유의 바랍니다,공공데이터포털에서 다운로드(원문파일등록),"「여수광양항만공사 항만 시설물 및 그린 포트(Green Port) 구축 현황」 데이터는 항만 내 친환경 에너지 설비 구축 현황을 정리한 자료로, 준공연도, 설치장소, 설비용량(MWp), 연간 발전용량(MWh), 연간 이산화탄소 절감량(ton) 항목으로 구성되어 있습니다. 총 34개 시설의 설치 현황이 기록되어 있으며, 항만의 친환경 전환 노력과 성과를 수치로 보여줍니다.<br/><br/>이 데이터는 항만의 그린 포트 구축 성과를 정량적으로 보여주는 자료로서, 항만 친환경 정책 추진 실적, 온실가스 감축 성과 평가, 향후 설비 확충 계획 수립에 중요한 기초 자료가 됩니다. 또한 설치 장소별로 데이터가 구분되어 있어, 각 거점의 에너지 자립도와 기여도를 비교·분석하는 데도 활용할 수 있습니다.",공식적인 통계값이 아니므로 사용에 유의 바랍니다.,대한민국 광양시,2024년 1월 1일 ~ 2024년 12월 31일,무료,건 ,이용허락범위 제한 없음,-,-,-,3378,https://www.data.go.kr/data/15029223/fileData.do,N,N
15029224,FILE,충청남도 청양군_농어촌버스 노선번호표,충청남도 청양군_농어촌버스 노선번호표_20250605,교통물류 - 물류등기타,4590000,충청남도 청양군,충청남도 청양군 행정지원과,`0419402693,-,-,연간,2026-06-05,텍스트,93,csv,"대중교통,정류장,버스노선표,경유지,도착지",604,2019-06-07,2025-06-05,-,공공데이터포털에서 다운로드(원문파일등록),"<br/>해당 데이터는 충청남도 청양군 관내에 소재하는 농어촌버스 노선번호표 현황을 나타내는 자료로, <br/>농어촌버스 노선번호표 활용 수요 증가에 따라 주목받고 있는  농어촌버스 노선번호표의 분포와 위치 정보를 제공합니다. <br/>데이터 항목에는 읍면, 노선번호, 기점, 경유지1, 경유지2, 경유지3, 경유지4, 경유지5, 종점, 방향 등이 포함되어 있으며, <br/>이를 통해 각 농어촌버스 노선번호표의 지리적 위치를 파악할 수 있고, 관련 자원 연계에도 활용할 수 있습니다. <br/>이 자료는 지역 활성화 정책 수립, 농어촌버스 노선번호표 개발 등의 기초 자료로 활용될 수 있으며, <br/>도시와 농촌 간의 교류를 확대하고 농어촌버스 노선번호표 이용 활성화를 도모하는 데 기여할 수 있습니다. <br/>청양군의 농어촌버스 노선번호표 운영 현황을 한눈에 파악할 수 있는 유용한 자료입니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2739,https://www.data.go.kr/data/15029224/fileData.do,N,N
15029227,FILE,전라남도 해남군_흡연구역 정보,전라남도 해남군_흡연구역 정보_20241129,보건의료 - 보건의료,4930000,전라남도 해남군,총무과,`0615305397,-,-,연간,2025-11-29,텍스트,12,csv,"담배,금연,보건,흡연,건강",860,2018-04-03,2025-09-12,-,공공데이터포털에서 다운로드(원문파일등록),"금연환경조성을 위해 전라남도 해남군 흡연구역 정보 데이터를 제공하여 군민건강증진을 도모하고자 정보를 제공합니다<br/>이 데이터에는 24년 11월 기준 흡연구역명, 주소, 개소 수의 정보를 제공합니다.<br/><br/>흡연구역은 국민건강증진법에 따라 금연구역 내에서 흡연이 가능하도록 특정 장소에 설치되는 공간입니다. <br/>법적으로 모든 시설에 흡연구역을 반드시 설치해야 하는 것은 아니며, 주로 금연구역 지정 의무가 있는 시설의 소유자나 관리자가  자율적으로 설치합니다. <br/>흡연구역 지정에는 별도의 허가 절차는 없으나 간접흡연 피해를 최소화하기 위한 설치 기준에 맞춰야 합니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2781,https://www.data.go.kr/data/15029227/fileData.do,N,N
15029228,FILE,전라남도 나주시_행정사정보,전라남도 나주시_행정사정보_20251106,공공행정 - 일반행정,4830000,전라남도 나주시,시민봉사과,`0613398783,행정사법 제10조에 의거 행정사관리시스템과 연계하여 행정사 업무신고대장 및 행정사 관리 대장 보유,행정자료,연간,2026-11-06,텍스트,16,csv,"행정사사무소,행정서비스,국민편익,행정사 등록 현황,행정사 사무소 찾기,행정사 업무 범위",782,2018-04-16,2025-11-06,-,공공데이터포털에서 다운로드(원문파일등록),"나주시 행정사 정보는 행정업무의 원활한 운영과 국민의 편익 도모를 위해 행정사 업무신고 후 영업중인 관내 행정사 사무소에 대한 정보를 제공합니다.<br/>행정사는 각종 인·허가 신청, 행정 심판 청구, 서류 작성 대행 등 국민의 권리 구제를 지원하는 전문 자격사로, 국민과 행정기관 사이에서 원활한 소통을 돕습니다.<br/>현재 영업중인 전라남도 나주시 행정사사무소의 사무소 명칭, 주소, 전화번호 등의 정보를 제공하여 민원인이 가까운 행정사사무소를 찾는 데 활용할 수 있습니다.",대표전화번호에 휴대전화번호가 입력된 경우는 개인정보보호를  이유로 제공하지 않습니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2352,https://www.data.go.kr/data/15029228/fileData.do,N,N
15029233,FILE,충청북도_단양군_흡연구역 정보,충청북도_단양군_흡연구역 정보_20250903,보건의료 - 보건의료,4480000,충청북도 단양군,자치행정과,`0434202534,-,-,연간,2026-11-20,텍스트,14,csv,"담배,금연,보건,위경도,관리기관,주소",896,2019-04-23,2025-11-25,-,공공데이터포털에서 다운로드(원문파일등록),"충청북도 단양군 흡연구역 정보 데이터로 연번, 시도명, 시군구명, 소재지도로명주소, 소재지 지번, 위도 , 경도 , 관리기관명, 관리기관 전화번호, 데이터 기준일자 정보를 포함하고 있으며, 학계 또는 연구기관에서는 이 자료를 활용하여 단양군 흡연구역 정보 현황 파악, 분석 및 연구자료로 매우 유용하게 활용될 수 있습니다. 데이터기준일자는 2025년 9월 3일입니다. 담당부서는 단양군 보건의료원 보건사업과이며 문의주시면 최신의 충청북도 단양군 흡연구역 정보 현황을 열람하실 수 있게 도와드립니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2495,https://www.data.go.kr/data/15029233/fileData.do,N,N
15029234,FILE,인천광역시_동구_건축시공정보,인천광역시_동구_건축시공정보_20250725,국토관리 - 지역및도시,3500000,인천광역시 동구,인천광역시 동구 구출범준비국 홍보체육과,`0327706255,-,-,연간,2026-07-25,텍스트,10,csv,"착공승인,건축물,시공사,설계사무실,건축일정",809,2020-08-06,2025-07-25,-,공공데이터포털에서 다운로드(원문파일등록),"인천광역시 동구 관내 건축 중(건축 승인)인 건축물에 대한 시공 정보를 수록한 자료입니다.  각 건축물의 착공승인 주소와 건축중인 건축물소재지를 비록하여, 허가(신고)일과 실제 착공(처리)일 등 건축 절차상의 주요 일정이 포함되어 있습니다. 또한 건축물의 용도, 설계를 담당한 설계사무실명, 시공을 담당하는 시공사 정보도 함께 제공됩니다. 본 데이터는 지역 내 건축행위의 흐름을 파악하고 건축 공정의 진행 상황을 분석하는 데 유용하며, 도시개발 계획, 민원 대응, 안전관리, 건축행정의 효율적 운영 등 다양한 행정 목적에 기초자료로 활용될 수 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2374,https://www.data.go.kr/data/15029234/fileData.do,N,N
15029268,FILE,전라남도 보성군_흡연구역현황,전라남도 보성군_흡연구역현황_20251208,보건의료 - 보건의료,4890000,전라남도 보성군,총무과,`0618505143,-,-,연간,2026-12-09,텍스트,29,csv,"흡연,금연구역,보건,금연정책,건강관리,생활환경,간접흡연,시설운영",778,2018-04-05,2025-12-08,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 전라남도 보성군 관내 흡연구역의 현황을 정리한 자료이다. 주요 항목으로 흡연구역명, 소재지, 흡연실 개수가 포함되어 있으며, 지역 내 흡연구역의 분포 및 관리 실태를 파악하는 데 활용된다. 해당 자료는 간접흡연 방지 및 공공시설 내 흡연구역 운영의 효율성을 높이는 데 기초자료로 활용될 수 있다. 또한, 흡연구역의 분포를 분석하여 금연 정책 수립과 환경 보호 대책 마련에 기여한다. 본 데이터는 지역 내 흡연구역 운영 실태를 종합적으로 분석하여 공공시설 관리 및 생활환경 개선을 위한 정책 수립에 도움을 준다. 정기적으로 갱신되어 최신 정보를 제공하며, 흡연구역 이용자 및 관련 기관이 필요한 정보를 쉽게 확인할 수 있도록 제공된다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2424,https://www.data.go.kr/data/15029268/fileData.do,N,N
15029283,FILE,인천광역시 중구_건축허가(신고)현황,인천광역시 중구_건축허가(신고)현황_20240805,공공행정 - 일반행정,3490000,인천광역시 중구,건축과,`0327607484,-,-,연간,2025-08-20,텍스트,922,csv,"설계사무소,시공사무소,건축",1202,2020-05-08,2024-08-20,-,공공데이터포털에서 다운로드(원문파일등록),"인천광역시 중구 건축 중인 건축물 관련 자료 제공합니다<br/>파일명 인천광역시 중구_건축허가(신고)현황<br/>내용 위치, 설계사무소명, 시공자사무소명 등",미집계된 데이터 는 공란 처리,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3320,https://www.data.go.kr/data/15029283/fileData.do,N,N
15029294,FILE,서울특별시 송파구_건축사사무소현황,서울특별시 송파구_건축사사무소현황_20250630,산업고용 - 산업·중소기업일반,3230000,서울특별시 송파구,건축과,`0221473046,-,-,월간,2025-09-06,텍스트,614,csv,"건축,설계,공학,건축사사무소,건축사,사무소,공공",1589,2019-08-27,2025-08-06,-,공공데이터포털에서 다운로드(원문파일등록),"서울특별시 송파구 관내에서 개설신고되어 영업 중인 건축사사무소에 대한 데이터입니다.<br/>(신고번호, 신고일, 영업구분, 신고구분, 사무소명, 도로명주소, 신고건축사, 대표여부)<br/><br/>[ 데이터 설명 ]<br/>- 신고번호 : (신고년도)-서울시송파구-건축사사무소-(신고번호)<br/>- 신고일 : 건축사사무소 개설신고일<br/>- 영업구분 : 등록영업중, 전입영업중, 재개업영업중 중 1<br/>- 신고구분 : 개인, 법인 중 1<br/>- 사무소명 : 건축사사무소 명칭<br/>- 도로명주소 : 건축사사무소 도로명주소<br/>- 신고건축사 : 건축사사무소 신고건축사명<br/>- 대표여부 : 신고건축사의 대표여부<br/><br/>자세한 사항은 송파구 건축과로 문의바랍니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,6324,https://www.data.go.kr/data/15029294/fileData.do,N,N
15029295,FILE,서울특별시 송파구_건축허가현황,서울특별시 송파구_건축허가현황_20240630,공공행정 - 일반행정,3230000,서울특별시 송파구,첨단도시과,`0221472398,-,-,연간,2025-08-12,텍스트,14170,csv,"건축허가,착공신고,사용승인",1757,2020-04-14,2024-08-14,-,공공데이터포털에서 다운로드(원문파일등록),"송파구 관내 건축허가현황으로 허가사항, 착공신고, 사용승인 현황으로 건축구분, 대지위치, 용도, 설계자, 주소, 시공자 등 정보제공",공란 사유 데이터 미집계,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,6206,https://www.data.go.kr/data/15029295/fileData.do,N,N
15029296,FILE,충청북도_토석 채취 허가 현황,충청북도_토석 채취 허가 현황_20250731,산업고용 - 에너지및자원개발,6430000,충청북도,환경산림국 산림녹지과,`0432203782,충청북도_토석채취 허가현황,시군자료취합,연간,2026-09-24,텍스트,57,csv,"토석,채굴,산림,채취허가,토석용도",1835,2018-04-09,2025-11-03,토석채취허가현황,공공데이터포털에서 다운로드(원문파일등록),"이 자료는 충청북도 내 토석채취 허가 현황을 정리한 것으로, 지역별 허가 구역의 위치, 면적, 허가 용도, 수허가자 등의 정보를 포함하고 있습니다. 주요 용도로는 건축용·조경용, 쇄골재용 등이 있으며, 청주시를 비롯한 여러 지역에서 다양한 기업과 업체들이 허가를 받아 운영하고 있습니다. 각 구역은 수 헥타르에서 수십 헥타르에 이르는 규모로, 건설 자재 수급과 지역 개발에 중요한 기반이 됩니다. 이러한 데이터는 개발과 환경 보전의 균형을 위한 정책 수립에 중요한 근거 자료로 활용될 수 있습니다. *단위(면적: ha)",충청북도 토석채취 허가현황으로 해당하지 않는 항목에는 다수의 공백이 있을 수 있음,충청북도,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3690,https://www.data.go.kr/data/15029296/fileData.do,N,N
15029297,FILE,인천광역시 서구_건축착공현황,인천광역시 서구_건축착공현황_20250530,국토관리 - 지역및도시,3560000,인천광역시 서구,정보통신과,`0325625301,-,-,연간,2026-06-12,텍스트,840,csv,"건설,공사,안전,착공,착공정보",1048,2019-05-13,2025-06-30,-,공공데이터포털에서 다운로드(원문파일등록),"본 공공데이터는 인천광역시 서구 내 건축물 착공에 관한 정보를 제공하고 있습니다. 본 자료는 대지위치, 주용도, 부속용도, 설계사무소명, 시공자사무소명 등의 항목으로 구성되어 있습니다. 이를 통해 해당 지역의 건축 동향과 착공 유형을 파악 할 수 있으며, 도시계획 및 건축행정에 관한 정책에 대한 분석자료로 활용될 수 있을것으로 판단됩니다. 착공된 건축물의 유형 및 위치 분포를 분석함으로서 인프라 수요 예측 등에 필요한 기초정보를 제공할 수 있을것으로도 판단됩니다. 본 데이터는 매년마다 정기적인 갱신을 통하여 최신 정보를 반영하고 있습니다.","데이터 미집계,개인정보 포함등의 사유로 공란이 다수 존재합니다. 양해부탁드립니다.",-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3464,https://www.data.go.kr/data/15029297/fileData.do,N,N
15029299,FILE,인천광역시 연수구_건축물 착공신고 현황,인천광역시 연수구_건축물 착공신고 현황_20241231,국토관리 - 지역및도시,3520000,인천광역시 연수구,건축과,`0327498584,-,-,연간,2026-06-02,텍스트,48,csv,"착공신고,건축허가 목록,설계사무소,인허가,신축,도시",1068,2019-05-30,2025-06-17,-,공공데이터포털에서 다운로드(원문파일등록),"건축물 착공신고는 건축허가 이후 실제로 공사를 시작하겠다는 의사를 행정청에 통지하는 절차로, 도시개발 동향, 부동산 경기 등 다양한 사회적 이슈와 맞닿아 있음. 2024년 기준 전국 착공신고 건수는 약 10만 건으로 전년 대비 5% 증가함. 주거용 건축물 착공신고가 전체의 70%를 차지함. 제로에너지건축물 인증이 확대되면서 친환경 건축자재 사용이 권장되고 있음. 착공 단계에서 안전관리계획 제출과 시공사 책임 강화가 되고 있음. 인천광역시 연수구 건축물 착공신고 현황(건축물 대지위치, 허가일, 대지면적(㎡), 건축면적(㎡), 연면적(㎡), 사용승인일, 주용도, 부속용도).",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2816,https://www.data.go.kr/data/15029299/fileData.do,N,N
15029300,FILE,인천광역시 미추홀구_건축물 착공신고 현황,인천광역시 미추홀구_건축물 착공신고 현황_20250925,국토관리 - 지역및도시,3510500,인천광역시 미추홀구,스마트정책실,`0320000000,건축법,건축행정시스템,연간,2026-10-08,텍스트,1971,csv,"건축,공사,착공,주소,용도지역,연면적",880,2018-12-27,2025-11-05,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 건축법 제21조에 따라 착공 전 제출되는 건축물 착공신고 현황을 체계적으로 수록한 자료입니다. 수록 항목에는 건축물의 도로명주소, 건축주 인적사항, 건축물의 주요 용도와 용도지역, 구조 형식, 연면적, 건폐율, 용적률, 층수 등의 세부 정보가 포함되어 있습니다. 이를 통해 행정기관은 건축물의 합법적 시공 여부와 안전 관리 상태를 확인할 수 있으며, 건축주와 시공자는 법적 절차를 준수하며 공사를 진행할 수 있습니다. 또한, 해당 자료는 지역 내 건축 개발 동향을 종합적으로 파악할 수 있는 기초자료로 활용되며, 도시계획 수립과 정책 결정 과정에서도 중요한 참고자료가 됩니다. 특히 주거용, 상업용, 공공용 건축물 등 다양한 유형의 착공 현황을 반영함으로써 지역 사회의 공간 구조 변화와 인구, 산업 수요에 따른 개발 패턴을 분석하는 데 기여합니다. 데이터는 정기적으로 갱신되어 최신 현황을 제공하며, 투명하고 신뢰성 있는 건축 행정 서비스 제공과 더불어 안전한 도시환경 조성에 활용됩니다.",데이터 미집계로 인해 공란이 다수 존재하므로 이용에 참고하시기 바랍니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3824,https://www.data.go.kr/data/15029300/fileData.do,N,N
15029305,FILE,경기도 하남시 고압가스 저장소 현황,경기도 하남시 고압가스 저장소 현황_20250725,산업고용 - 에너지및자원개발,4040000,경기도 하남시,하남시 도시정책과,`0317905151,고압가스 안전관리법 제4조(고압가스의 제조허가 등),고압가스 안전관리법 제4조(고압가스의 제조허가 등)에 따른 저장소 허가,연간,2026-08-12,텍스트,4,csv,"고압가스,저장소,가스,인허가,정수장,액화산소,액화염소,탄산가스",1321,2018-07-02,2025-08-12,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터 자료는 경기도 하남시 고압가스 저장소 현황에 대한 데이터로 하남시 내 허가받은 고압가스 저장소 상호명, 소재지 지번 주소, 인허가연도,고압가스 종류명(산소, 액화염소, 탄산가스)  등의 항목을 제공합니다.<br/>고압가스 안전관리법 제4조(고압가스의 제조허가 등)제5항 및 제6항 및 같은 법 시행령 제3조(꼬압가스 제조허가 등의 종류 및 기준 등)에 따라  저장소를 설치하려는 자는 그 저장소나 판매소마다 시장ㆍ군수 또는 구청장의 허가를 받아야 하며, 해당 법령에 따라 허가를 받은 저장소 현황을 제공합니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2636,https://www.data.go.kr/data/15029305/fileData.do,N,N
15029307,FILE,광주광역시_남부소방서 산악구급함 현황,광주광역시_남부소방서 산악구급함 현황_20250801,재난안전 - 안전관리,6290000,광주광역시,남부소방서 119재난대응단,`0626138673,-,-,연간,2026-08-18,텍스트,6,csv,"산악구급함,산악사고,남부소방서,제석산,구름다리,분적산,치마봉,119구급대",716,2019-04-18,2025-08-18,-,공공데이터포털에서 다운로드(원문파일등록),"광주광역시 남부소방서 산악사고대비 산악구급함 위치 및 관리 담당자 정보 수록<br/> - 광주광역시 남부소방서 관내의 제석산에 산악사고를 대비하기 위한 산악구급함은 총 6개가 있습니다.<br/> - 상세내용: 산악구급함 세부위치(구름다리 우측 문성고 뒤쪽(가로등16번 구름다리에서 11번거리), 운교정(구름다리 좌측), 제석정(가로등46번, 구름다리에서 7분거리), 치마봉(동아여고 뒤편), 남부경찰서와 구름다리 사이(남부경찰서 옆 산책로로 진입-기도원에추차), 분적산 정상 육각정 앞) 및 설치연월일, 담당부서 및 담당자 연락처 등 긴급 시 활용 가능 정보 포함",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2497,https://www.data.go.kr/data/15029307/fileData.do,N,N
15029309,FILE,광주광역시_남부소방서 수난인명구조함 현황,광주광역시_남부소방서 수난인명구조함 현황_20250101,재난안전 - 안전관리,6290000,광주광역시,남부소방서 재난대응단,`0626138674,-,-,연간,2026-01-31,텍스트,9,csv,"수난인명구조함,수난사고,남부소방서,승촌보,구명조끼,구명튜브",729,2019-04-18,2025-08-13,-,공공데이터포털에서 다운로드(원문파일등록),"남부소방서 수난인명구조함 현황 입니다.<br/>- 상세내용: 관내 수난인명구조함 설치 위치 및 관리부서, 담당자 전화번호 등 정보 데이터 제공<br/>수변을 인접한 장소에 수난사고가 발생했을 때 인명구조에 사용할 수 있도록 구명조끼와 구명환, 로프가 갖춰져 있는 보관함에 대한 현황 데이터입니다.<br/>해당 데이터에는 대상명, 위치, 지역여건, 소방서와의 거리, 소요시간, 관리자, 전화번호 등이 기재되어 있으며, 보관하고 있는 장비에 대한 설명이 기재되어있습니다.<br/>남부소방서에서 관리하고 있는 수난인명구조함은 광주 남구 승촌보 일대에 위치하고 있으며, 수난 사고의 위험성은 굉장히 낮은 편이지만 만약의 사태에 대비하여 수난인명구조함을 지속적으로 관리 유지하고 있습니다.<br/><br/>",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2555,https://www.data.go.kr/data/15029309/fileData.do,N,N
15029317,FILE,광주광역시_중소기업제품 구매율 현황,광주광역시_중소기업제품 구매율 현황_20241231,산업고용 - 산업진흥·고도화,6290000,광주광역시,창업진흥과,`0626133862,중소기업제품 구매촉진 및 판로지원에 관한 법률,지방재정관리시스템(e호조),연간,2026-06-04,텍스트,6,csv,"의무구매,공공구매,판로지원,중소기업제품,구매율",721,2019-07-23,2025-08-06,-,공공데이터포털에서 다운로드(원문파일등록),"광주광역시 및 광주광역시 관할 자치구의 연간 총 구매액 대비 중소기업제품의 구매율 현황입니다.(광주광역시, 동구, 서구, 남구, 북구, 광산구)<br/>- 중소기업제품 구매촉진 및 판로지원에 관한 법률에 따라, 공공기관은 당해연도 제품(물품,공사,용역) 구매총액의 50% 이상을 중소기업 제품으로 의무구매<br/>- 기술개발제품은 중소기업 물품 구매액의 15% 이상, 여성기업제품은 당해연도 물품 구매액의 5%, 공사의 3%, 용역의 5%이상, 장애인기업제품은 당해연도 제품(물품,공사,용역) 구매총액의 1% 이상, <br/>창업기업제품은 당해연도 제품(물품,공사,용역) 구매총액의 8% 이상을 의무 구매<br/>",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3031,https://www.data.go.kr/data/15029317/fileData.do,N,N
15029318,FILE,광주광역시_중소기업 지원사업 매뉴얼,광주광역시_중소기업 지원사업 매뉴얼_20240229,산업고용 - 산업진흥·고도화,6290000,광주광역시,창업진흥과,`0626133862,-,연초 지원기관별 지원사업 작성 요청 후 취합,연간,2025-10-31,기타,1,PDF,"금융지원,기술지원,수출지원,인력지원,경영지원",374,2018-06-20,2025-08-06,-,기관자체에서 다운로드(제공데이터URL기재),"2024년 중소기업 지원사업 매뉴얼입니다. <br/>이 매뉴얼은 우리지역 중소기업들의 경쟁력 강화와 성장을 돕기 위해 제공하는 45개 기관의 308개 지원사업을 수록하고 있습니다.<br/><br/>중소기업마다 관심 있는 정보를 쉽게 찾을 수 있도록 금융, 기술, 수출ㆍ판로, 인력, 산업단지ㆍ투자, 경영, 창업, 소상공인으로 대분류하고,<br/>다시 중분류와 소분류로 세분화하여 구성하였습니다.<br/><br/>한편, 기관별로 수행하는 지원사업에 대해서는 매뉴얼 뒷부분에 별도로 유관기관별 지원사업 목록으로 정리하였으니 참고하시기 바랍니다.<br/><br/>* 사업의 세부적인 내용은 작성 시점 이후 관계법령의 개ㆍ폐, 계획변경 등으로 실제와 차이가 있을 수 있으므로 정확한 내용은 해당 기관에 직접 문의하시기 바랍니다.",-,-,-,무료,건 ,공공저작물_출처표시 + 상업적 이용금지 + 변경금지,-,-,-,4060,https://www.data.go.kr/data/15029318/fileData.do,N,N
15029325,FILE,충청남도 예산군_토석채취허가현황,충청남도 예산군_토석채취허가현황_20231031,산업고용 - 에너지및자원개발,4610000,충청남도 예산군,자치행정과,`0413397249,-,-,연간,2026-12-14,텍스트,14,csv,"면적,수량,기간,토석채취 허가 정보,골재 채취 허가현황",1387,2020-02-13,2025-11-14,-,공공데이터포털에서 다운로드(원문파일등록),"충청남도 예산군 산지 토석채취허가현황 데이터를 제공합니다.(업체명, 연락처, 면적, 용도, 기간 등)<br/>충청남도 예산군 산지 토석채취허가 정보 제공을 통해 정보가 필요한 사람에게 도움을 준다<br/>이 데이터는 충청남도 예산군에서 허가된 토석채취 행위에 대한 위치, 면적, 허가기간 등의 현황 정보를 제공합니다.<br/>토석채취란 토지 내 흙, 모래, 자갈, 암석 등의 자원을 개발 또는 공사 목적으로 채취하는 행위입니다.<br/>예산군 관내 허가된 토석채취 사업장의 위치, 면적, 허가기간, 허가자(업체명) 등으로 구성되어 있으며,<br/>공공데이터포털을 통해 국민 누구나 열람하고 활용할 수 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2381,https://www.data.go.kr/data/15029325/fileData.do,N,N
